,titles,links,dates,contents
28,[제목 : [프리닉스] 올해 수출이 반토막 3토막일텐데 ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=40,2020-05-07,상장 가능한가요?메인 시장인 유럽 수출이 다 털렷을텐데 ㅠ
29,[제목 : [프리닉스] 참고로 저도 상장 간절히 원합니다 ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=41,2020-05-13,저도 오랜주주이고 상장을 간절히 원하는바입니다. 오해없으시길..!ㅠㅠ
30,[제목 : [프리닉스] 아마존 포토프린터 1위 프리닉스! ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=42,2020-06-09,미국 아마존 포토프린터 판매 1위 30만대 프리닉스 제품으로 기사났네요.수출 비중이 사업 매출 전체 95%에 이르렀고 레트로 즉석 카메라 패키지도 출시하며 어려운 여건속에서도 순항중이네요.다행입니다. ^^ 올해 3분기 상장 진행 가능할듯합니다.
31,[코멘트 : [프리닉스] 오오 업자 꼬인다 프리닉스 오르나보다 드디어 ㅋㅋ ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=45,2020-06-20,오오 업자 꼬인다 프리닉스 오르나보다 드디어 ㅋㅋ
32,[코멘트 : [프리닉스] 벌레들 꼬이기시작하네 회사에 좋은일 있나보다 ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=46,2020-06-20,벌레들 꼬이기시작하네 회사에 좋은일 있나보다
33,[제목 : [프리닉스] 벌레들 꼬이기시작하네 회사에 좋은일 있나보다 ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=47,2020-06-20,제가 며칠전에 3500원 2160주 매수하고 글 올린겁니다
34,[코멘트 : [프리닉스] 엥?? 어디서요?? ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=50,2020-06-23,엥?? 어디서요??
35,[제목 : [프리닉스] 거래가 급등하네요 ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=52,2020-06-23,****존만아 뻥까지마라
36,[제목 : [프리닉스] 상장 ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=54,2020-08-14,올해 상장한다했는데 조용하네ㅜㅜ
37,[제목 : [프리닉스] 올해하반기 매출기준해서 ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=55,2020-08-15,하반기에 추진한다고 합니다내년상반기까지  열어놓고 기다리는게 좋을것 같습니다.성투하세요
38,[제목 : [프리닉스] 상장 ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=56,2020-08-15,
39,[제목 : [프리닉스] 스팩이랑결혼한다는소문 ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=57,2020-10-05,있네요 3대 1로 스팩주 2000원 3대ㅡ1은 6000원주당 6천원은 좀 아닌듯 최소 9천원은 쳐줘야 하는거 아니가?
40,[제목 : [프리닉스] 직상장가자 ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=58,2020-10-07,매출및 영업이익이 좋은데 왜? 스팩이랑 상장하는지 알수가 없네요 회사대표님 오래기다린 주주님들 생각좀 하셔서 직상장 부탁드림니다
41,[제목 : [프리닉스] 직상장 간다네요 ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=59,2020-10-23,회사 주담과 통화했습니다. 프리닉스 직상장입니다.코로나인한 매출저하로 올해 준비했던 상장을 못했답니다. 그래서 현재 다시 지정감사 중이며 주관사와 협의하여 올 온 매출로 내년봄부터 상장 착수 한다고 하니올해 상장 못했다고 실망하시지 마시고 조금만 기달립시다회사에서도 지속적으로 노력을 하고 있으니 내년에는 2분내로 결판이 날듯합니다느슨했던 생산라인도 현재는 바쁘게 돌아가고 있다고 합니다절대 저가에 매도하지 마시고 내년 여름에 프리닉스 빛 좀 봅시다
42,[코멘트 : [프리닉스] 사실이면 좋겠네요..나쁜 회사는 아니니깐 성공할거라 ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=60,2020-10-23,사실이면 좋겠네요..나쁜 회사는 아니니깐 성공할거라 믿습니다
43,[제목 : [프리닉스] 가짜주식 유통주의  !!! ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=61,2020-12-23,프리닉스 종목코는 A295110  임같은회사명의  다른주식이  유통되고있음유령주식코드는 A049920  임 유령주식은 2010년 폐업한  동명회사의 주식으로  2013년에  예탁지정취소되었으나 계좌간 대체는  가능한  상황임
44,[제목 : [프리닉스] 아마존 매출 대박 ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=62,2021-02-01,너튜브에 프리닉스 관련 동영상 떳네요.동영상 중간에 회사 사무실 모니터에 찍힌 하루매출 2.5억...300일만 잡아도 750억
45,[제목 : [프리닉스] 아마존 매출 대박 ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=63,2021-02-01,좋은징조입니다올해 성공적인 상장기대됩니다
46,[제목 : [프리닉스] 상장 하나요? ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=64,2021-03-05,언제 하나요?
47,[제목 : [프리닉스] 상장은 어렵다본다 ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=65,2021-03-07,맞지!
48,[코멘트 : [프리닉스] 그럼 저는 어떻하나요? ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=66,2021-03-15,그럼 저는 어떻하나요?
49,[코멘트 : [프리닉스] 감사합니다 ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=68,2021-03-31,감사합니다
50,[제목 : [프리닉스] 상장 ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=69,2021-03-31,정보 진짜 고맙습니다
51,"[코멘트 : [프리닉스] 상반기 실적보고 7월경에
Ipo 들어간다는건가요? ]",https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=70,2021-03-31,상반기 실적보고 7월경에Ipo 들어간다는건가요?
52,[제목 : [프리닉스] 스팩 합병 ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=71,2021-05-26,스팩합병!!
53,[코멘트 : [프리닉스] 스펙합병하면 득인가요? 손해인가요? ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=72,2021-05-26,스펙합병하면 득인가요? 손해인가요?
54,[제목 : [프리닉스] 스펙합병하면 득인가요? 손해인가요? ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=73,2021-05-28,득일확률 80%
55,[제목 : [프리닉스] 스펙합병하면 득인가요? 손해인가요? ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=74,2021-05-28,엔에이치18호 합병공시를 보면합병비율 1:4.34이고주당 가치는 2000원:8680원일단 거래재개되고 거래를 봐야겠지만 현재상태로는 손해는 아닌상태(?)
56,[제목 : [프리닉스] 스팩합병되면 어떻게 되는 건가요? 현재주가 대비 얼마가 오르고 이렇게 되는 건가요? ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=77,2021-05-28,제가 프리닉스 한주를 3300원에 샀으면 얼마가 되는 건가요?
57,[코멘트 : [프리닉스] 8680 입니다 ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=78,2021-05-28,8680 입니다
58,[제목 : [프리닉스] 760원 정도 아닌가요. 합병비율이 있는데 ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=80,2021-05-29,3300원에 100주 가지고 있으면 합병비율 4.34:1이니까 합병완료되면 760원에 434주현재 프리닉스 주식은 사라지고 NH18호가 껍데기 회사로 실직적인 사업은 프리닉스사업을 하면서 종목명을 프리닉스로 변경하겠죠합병완료 후 주가는 NH18호 주가와 같겠죠 지금은 2170원 상태에서 거래정지중
59,"[코멘트 : [프리닉스] 빙시가,? 9417원 작년매출377억 기준.   올해는 더 하 ]",https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=81,2021-05-30,"빙시가,? 9417원 작년매출377억 기준.   올해는 더 하니까 최소 15000이상 ㅇㅋ?"
60,[제목 : [프리닉스] 스팩공부 하시길 ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=82,2021-05-30,스팩 공부 하시길..스팩 합병 후 가격변화 말한거 같은데 ..
61,[제목 : [프리닉스] 요즘 스팩 주가 ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=83,2021-05-31,요즘 스팩 주가 상승이 장난 아닙니다.합병 공시도 없는 스팩들이 연일 상한가를 치고 있습니다.프리닉스와 합병공시 뜬 엔에이치스팩18호는 합병승인만 나면 주가에 날개를 달겠죠.
62,[제목 : [프리닉스] 프리닉스 예비심사 ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=85,2021-06-01,프리익스 예비심사 승인나길 간절히 바랍니다
63,[제목 : [프리닉스] 프리닉스 2021년 1분기 국내 매출 > 미국 매출 ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=86,2021-06-28,"금년 1분기 프리닉스 국내 매출이 미국 매출을 추월했습니다. 상장되는 것은 시간 문제 인 것 같네요.다만, 국내 매출중 프린터가 많이 팔리는 건지 아님 카메라인지 궁금?아님, 작년 야놀자 이벤트로 판매가 일시적으로 늘어난 건가요?투자를 하려는데 궁금하네요. 국내 매출이 지속적으로 상승할 수 있는지..."
64,[코멘트 : [프리닉스] 11월에 상장 하는데 무슨 시간문제? ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=87,2021-06-28,11월에 상장 하는데 무슨 시간문제?
65,[제목 : [프리닉스] 스펙합병철회 ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=88,2021-07-06,왜철회하는지 궁금하네요상장은 언제되는지....
66,"[제목 : [프리닉스]
 직상장 가즈아 ]",https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=89,2021-07-07,
67,[제목 : [프리닉스] 직상장 가즈아 ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=90,2021-07-07,직상장 때문에 스팩 접은 건 가요?
68,[제목 : [프리닉스] 직상장해야 공모자금도... ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=91,2021-07-07,직상장 해야 공모자금도 더 받고 주가도 더 높게 갑니다.올해 매출 극대화해서 내년초 직상장 하면 허접한 스팩하고 합병하는 것보다 주가 몇배 더 잘 갑니다.아마존 모바일 프린터 분야 매출 1위의 저력을 보여 주세요.
69,[제목 : [프리닉스] 회사입장를 밝혀주시기 바랍니다. ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=92,2021-07-10,스팩합병무산된뒤로회사담당자와 통화를 여러번 시도했는데연락이 안되어 답답한 마음인데요회사입장을 제대로 알려주셨으면 합니다.향후 상장진행계획은 어떻게 되는지그동안 몇년씩 기다리고 있는 주주분들 위해서라도회사입장을 간략히라도 전해주시기 바랍니다.
70,[코멘트 : [프리닉스] 내년 직상장 ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=93,2021-07-10,내년 직상장
71,[제목 : [프리닉스] 내년 직상장 ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=94,2021-07-11,그러닌까회사입장을밝혀야죠
72,[제목 : [프리닉스] 프리닉스 실적 그리고 희망 ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=96,2021-08-17,"프리닉스 실적이 발표 되었습니다.   올해 상장할 것을 철석같이 기대하였기에 실망이 대단히 크고 막연한 불안감이 투자자 모두에게 있을 것입니다.   희망을 가지고기다려 보자는 생각에 실적을 정리해 보았습니다.반기실적(억)     21년           20년        19년                       304.5          91.4         126.7반기순익(억)      35.5         - 5.35           7.1년간매출(억)      ?-1           377           317년간순익(억)      ?-2            28.5          13.1올해 기대되는 년간 매출과 순익은 산술적으로  x2 만 하면나오지만 실제는 더 긍정적입니다. 1분기와 2분기의 추이를 보면 다음과 같습니다.매출 Q1  137억 --->  Q2  165억   (+19%) ---> Q3, Q4 (?)순익 Q1  14.9억 ---> Q2   20.6억 (+38%) ----> Q3, Q4 (?)올해말 실적으로 내년에 상장한다면 기다려 볼만하지 않을까요 ?희망을 가지고 기다려 보십시다.        "
73,[제목 : [프리닉스] 프리닉스 실적 그리고 희망 ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=97,2021-08-17,전년동기 대비 3배이상 성장했습니다하반기 더욱 기대됩니다
74,[제목 : [프리닉스] 물량들 잘 간수하세요 ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=99,2021-11-29,
75,"[코멘트 : [프리닉스]
 네 안파라요 ㅎㅎㅎ ]",https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=100,2021-12-08,네 안파라요 ㅎㅎㅎ
76,[제목 : [프리닉스] 저기요 ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=101,2021-12-17,누가 주식산다고 ㅋㅋ
77,[제목 : [프리닉스] v ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=102,2022-01-19,
78,[제목 : [프리닉스] 프리닉스 작년2배역대최대규모수출실적달성 ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=103,2022-01-19,"포토프린터 전문 기업 프리닉스가 수출 성장세를 보이며, 작년 2배인 역대 최대 규모 수출을 달성했다.프리닉스㈜ (대표 노광호)는 코로나19 위기에도 수출 급성장세를 보이면서 사상 최대 규모를 기록했다고 31일 밝혔다.코로나19 재확산과 오미크론의 여파에도 1년만에 전년대비 101% 증가하여 역대 최대 수출 실적인 약 4,600만달러를 달성하면서 거침없는 성장세를 이어가고 있다는 것이 업체 측의 설명이다."
79,[제목 : [프리닉스] 사실 이면 근거대바 ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=104,2022-01-26,나는 아니라본다
80,"[제목 : [프리닉스] 17,000원이하 매도금지 ]",https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=105,2022-02-24,"2021년 매출 700억이상 영업이익 100억이상임 올예상매출 1,200억이상   4-pass방식의 프린팅관련 특허 다수보유, 상장시 per15이상예상. "
81,[제목 : [프리닉스] 프리닉스 사업보고서 ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=106,2022-03-26," 프리닉스 사업보고서 2022.3.25자영업이익 백만원 21년 9,699  20년 3,696  19년2,060  당기순이익 21년 7,953  20년2,853.19년1,314  　 기본주당이익 원  21년1,062  20년476  19년232  상기와 같이 사업보고서를 참고하세요"
82,"[코멘트 : [프리닉스]
 상장하면 2~3만원 ㅋㅋㅋ ]",https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=107,2022-03-29,상장하면 2~3만원 ㅋㅋㅋ
83,[제목 : [프리닉스] 청구임박!!! ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=108,2022-04-18,"1/4분기 실적 전년대비 40%초과 달성!!!  올매출 1,000억이상기대 !!!  "
84,"[제목 : [프리닉스]
 주가가가 안떨어 지네 ]",https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=109,2022-05-06,허매도만 있고..다들 꽉지고 있나보군
85,[제목 : [프리닉스] 1/4분기 실적 매출 192억 순익 20.65억 ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=110,2022-05-16,"4/4분기 매출비중이 큰 업계 특성상 올 기대매출 1,200억이상  순이익률 12%  per 10적용해도 시총 1,440억  1주의 가치는 19,500원  공모희석율을 감안해도 17,000원은 상회할것으로 예상. 다수의 글로벌특허를 보유하고 있는 기술기업으로 per 15 적용가능. 성투하시길~~~"
86,[제목 : [프리닉스] 상장 ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=111,2022-06-14,언제나 할건지 준비과정 아시는분 계신가요?
87,[제목 : [프리닉스] 청구 ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=112,2022-06-17,7월 첫주  봅니다   즐투하세요   지정감사만  2년받았고 상장결격사유는   대부분 해소된걸로   압니다    성투하세요^^
88,[제목 : [프리닉스] 인도 진출 ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=113,2022-06-24,프리닉스 인도 진출 동영상이 너튜브에 떴네요. 왜 온라인이 계속 성공하는지 알겠어요. 계속 순항중이네요 ^^
89,"[코멘트 : [프리닉스]
 캐나다도 진출했는디.. ]",https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=114,2022-06-24,캐나다도 진출했는디..
90,"[제목 : [프리닉스]
 드디어 상장 청구 했네요. ]",https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=115,2022-07-13,
91,[제목 : [프리닉스] 가격 ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=116,2022-07-20,시작가 얼마나 예상 하십니까?언론에선 1만 이상 정도만 나오던데...
92,[제목 : [프리닉스] 가격 ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=117,2022-07-20,"올매출    일단 1,000억이상  순익  120억이상  공모물량  감안  공모가 13,500원예상  컴주변기기로  분류됨   per10이하  글치만  미니프린터분야  특허.  시장점유율등  감안함   세계 1위 최소 멀티플 12정도는  받을듯    통과한다면  15,000원  지극히  개인적인  의견  ㅋ"
93,"[제목 : [프리닉스]
 연말 전에는 상장 하겠네요. ]",https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=119,2022-07-27,
94,[제목 : [프리닉스] 제발 상장갑시다 ㅎㅎ 인생역전 ],https://www.38.co.kr/html/forum/board/?o=v&code=295110&no=120,2022-08-08,ㅎㅎ
