,titles,links,dates,contents
19,[제목 : [펨트론] 펨트론 좋은소식없나요? ],https://www.38.co.kr/html/forum/board/?o=v&code=168360&no=25,2014-11-25,궁금
20,[제목 : [펨트론] 펨트론 좋은소식없나요? ],https://www.38.co.kr/html/forum/board/?o=v&code=168360&no=26,2015-07-05,좋은 소식 곧 들릴 듯 합니다.반도체 시장이 호황으로 돌아서고 있고 펨트론의 기술력도 좋은 회사이므로 1년 정도만 더 기다리시면 좋은 소식 들릴 것이라 믿습니다.
21,[제목 : [펨트론] 소식이 없는건가... ],https://www.38.co.kr/html/forum/board/?o=v&code=168360&no=27,2016-06-24,.....
22,[제목 : [펨트론] 일전 말씀 드린 대로... ],https://www.38.co.kr/html/forum/board/?o=v&code=168360&no=28,2016-08-09,"역시 예상 대로 흑자 전환 된 듯 합니다. 재무제표는 아직 구하지 못했는데, 일단 간략하게 5%대 수익은 기록한 것으로 보이네요.이 상태로 빠르면 1년 정도 지나면 뭔가 좋은 소식이 나올 듯 합니다.최대 2-3년 안에 상장 가능할 것이라고 기대해 봅니다."
23,[제목 : [펨트론] 일전 말씀 드린 대로... ],https://www.38.co.kr/html/forum/board/?o=v&code=168360&no=29,2016-08-11,"안녕하세요 주주여러분.오랫동안 펨트론을 보유하고 있는 강성주주입니다.한 3년~4년되었나 그러네요. 가끔 게시판에 글이올라오는지구경오는데 오랫만에 글이 게시되어 반가운 마음에 답글을 씁니다.작년에 매출 133억 / 영업이익 10억 / 당기순이익 10억으로14년도 당기순손실 85억의 충격을 벗어나며 다시 실적이 개선되는모습입니다.14년도 손실은 대손상각비가 25억가까이 나왔습니다. 자세한 내용은잘모르겠으나 삼성향으로 진행되었던 연구개발이 좌초되면서 대규모 대손상각을 한게 아닌가 생각이드네요..충격적인 영업손실에 자본잠식상태까지 나온 상태였으나,유상증자를통해서 -33억에 해당하는 자본잠식을 -3억내까지 줄여놓은 상태이며영업활동을 꾸준히 유지하면 올해 자본잠식을 탈피할수 있을 것으로보입니다.무엇보다 최근 IT/반도체업종의 흐름이 상당히 좋기에 펨트론과같은반도체검사장비업체의 실적도 안정적으로 개선이 되리라 보여지네요.작년 당기순이익 10억기준 평균 PER 12배정도를 적용하면 120억, 총발행주식은 900만주정도이기에 평균 가격은 1300원정도로보여지네요.올해 이익이 25억정도 나와야 제가 산원금정도는 오겠구나라고...대충 갠또를 때릴수있겠네요.ㅠㅠ아무튼 작년 실적이 사상최대이기에 올해도 기대를 해봅니다.불철주야 노력하시는 펨트론 임직원여러분!! 좋은 제품 잘만들어서펨트론이 시장에서 좋은 평가받도록 해주세요.믿고 기다리겠습니다^^"
24,[제목 : [펨트론] 천천히 상향 되고 있으나 갈 길이 멀군요. ],https://www.38.co.kr/html/forum/board/?o=v&code=168360&no=30,2017-08-16,16년 매출 180억에 당기 순이익 8척 7천 정도입니다.주식 평가액은 주당 1000원이 아직 안되네요.다만 매출은 꾸준히 늘고 15년도부터 흑자구조로 돌아 섰으므로 상장 가능성은 점차 높아지고 있습니다.매출 200억에 수익 50억 정도만 간다면 한번 상장 도전해 볼 만 할 듯합니다.2년 정도 더 기다리면 뭔가 손에 잡힐 듯 합니다.
25,[제목 : [펨트론] 천천히 상향 되고 있으나 갈 길이 멀군요. ],https://www.38.co.kr/html/forum/board/?o=v&code=168360&no=32,2017-12-03,올해와 내년 큰폭 성장 예측됩니다. 3d 검사 시장이 큰폭으로 확대되고 있습니다. 조만간 좋은 소식 들릴지도 모르겠습니다.
26,[제목 : [펨트론] 좋은소식 ],https://www.38.co.kr/html/forum/board/?o=v&code=168360&no=33,2018-03-05,작년매출 250억이상 순익도 35억이상 주주님들 드디어 펨트론도 빛을 볼때가 되었네요!
27,[제목 : [펨트론] 주주총회 ],https://www.38.co.kr/html/forum/board/?o=v&code=168360&no=34,2018-03-27,주총소식...2017년 매출 252억              당기순이익 17억2018년  매출목표  300~320억 IPO주관사 선정을 금년 내로 할것이며 내년에 상장을 목표로 함. (올해 매출과 순익이 당연한 주요변수.)
28,[제목 : [펨트론] 펨트론 실적점검 및 목표주가 ],https://www.38.co.kr/html/forum/board/?o=v&code=168360&no=35,2018-04-03,팸트론 실적점검17년 매출 252억 영업이익 36.5억 순이익 16.7억(영업이익률 14%)16년 매출 184억 영업이익 13.2억 순이익 8.7억(영업이익률 7%)15년 매출 134억 영업이익 10.5억 순이익 10.2억(영업익률7%)특이사항17년 경상개발비 전년대비 2배증가 (7.3억 -> 13.1억 )영업외비용으로 외환차손/환산손실 10억(16년 2.6억) -> 원화강세영향엔화 매출채권포함 438만엔보유(16년 0) -> 일본향 실제매출 발생OCF(영업현금흐름) 15.5억으로 견조 (16년 8.4억)당기순이익+자본잉여금 으로 이익잉여금손실 복구중(-69억 -> -22억)여러모로 14년 상품성상실에 따른 무형자산 손상차손 54억 및 대손상각비 10억의 충격을 유상증자 및 실적개선으로 극복하고 있음.- 업황호조에 따른 실적개선세 뚜렷.- 매출성장율 변함없다는 가정하에 올해 매출 345억 예상- 영업이익률 14% 가정시 48억 예상.- 급격한 원화절상이 없다면 과거 영업외비용평균 고려한  당기순이익은 43억 예상- 높은 영업이익률 및 시장전망고려 PE15배 가정 시총 650억  보통주 / 우선주 총 발행주식수 900만주로 예상 주가 7200원 전망
29,[제목 : [펨트론] 동면에서 깨어날 때... ],https://www.38.co.kr/html/forum/board/?o=v&code=168360&no=36,2018-04-17,매출액증가와 더불어 순익으로의 전환은 오랜 동면에서 깨어날 촉매제가 되지 싶습니다.슬슬 기지개를 펴는 모습이 보기 좋군요.절간처럼 조용한 게시판에도 활기 넘치는 봄소식을 기대 해 봅니다!!홧팅~!!! ^^
30,"[제목 : [펨트론] 영업이익 36 억, 당기순익 17억 ]",https://www.38.co.kr/html/forum/board/?o=v&code=168360&no=37,2018-04-30,"전년대비 두배 이상 증가한 영업 이익율과 당기순익으로 재무 흐름이 좋군요, 내년 상장은 매우 긍정적입니다. "
31,[제목 : [펨트론] 제3자배정 유상증자 신주발행 공고 ],https://www.38.co.kr/html/forum/board/?o=v&code=168360&no=38,2018-10-05,"펨트론이 8월말 3자배정 유상증자를 했네요..기존발행주식수 보통주 700만주 / 우선주 197만주유상증자 이후 보통주 705만주 / 우선주 249만주 : (총 954만주)주당 3800원 기준 펨트론 시가총액 362억원입니다.2017년 당기순이익 16.7억 기준 PER 21배 정도입니다.작년에 이어 올해도 반도체 업황의 지속적인 호황으로실적은 올해도 양호할 것으로 보여집니다.무엇보다 증권사IB에서 20억원 이상 펨트론에 투자한것도 매우고무적으로 보입니다.=====================================================================주주 여러분께,제목 : (주)펨트론 3자배정 유상증자 신주발행 공고  상법 제416조에 의거 2018년 8월 31일에 개최한 당사 이사회에서 제10조 ⑧항 규정에 의한 3자 배정방식의 신주발행을 결의하였기에 상법 제418조 ②항에 따라 아래와 같이 주주님께  공고합니다.1. 신주의 종류와 수 : ① 상환전환 우선주식 : 526,315주② 기명식  보통 주식 : 52,631주2, 신주의 발행 가액 : 1주당 금3,800원(액면금액 : 500원)① 상환전환 우선주식 : 금1,999,997,000원② 기명식   보통 주식 : 금199,997,800원3. 신주의 인수 방법 : 정관 제10조 ⑧항에 규정에 의한 3자 배정4. 3자 배정 내역 :① 하나금융투자 주식회사 (신주발행우선주식 526,315주 中 전부배정)② 김광석(개인) (신주발행 보통주식 52,631주 中 전부배정)5. 납  입   은  행 : 중소기업은행 구로중앙지점6. 주금납일기일 : 2018년 9월 14일 위와 같이 이사회 안건을 승인하였으므로 공고합니다.2018년  8월  31일        주식회사 펨트론     대표이사 유영웅        서울특별시 금천구 가산디지털1로 219, 1406호(가산동, 벽산디지털밸리6차)명의개서대리인 : 주식회사 국민은행"
32,[제목 : [펨트론] 3자배정 유상증자는 호재... ],https://www.38.co.kr/html/forum/board/?o=v&code=168360&no=39,2018-10-06,이번 펨트론의 3자배정 유증은 긍정적인 신호로 보입니다. 하나금융투자에서 주당 3800원에 들어 왔다는 것은 펨트론의 주당가치를 최소 3800원이상으로 평가했다는 뜻이죠. IPO시 두세배는 보고 투자하는 것을 감안하면 주가 역시 5000원이상까지는 상승하지 않을까 예상됩니다. 그리고 보수적으로 올해 300억 매출에 영업익 50억만 나온다면 내년 코스닥 등록은 무난하리라 생각됩니다. 최근 매수세가 몰리는 것도 이를 감지한 발빠른 투자자의 행보로 보여집니다.
33,"[제목 : [펨트론]
 미르기술..관종 ]",https://www.38.co.kr/html/forum/board/?o=v&code=168360&no=40,2018-12-20,올해 흑자.주담.통화후~~상장준비할려는..눈치던데임원.주식선택권..주총통지서에..~~
34,[제목 : [펨트론] 주주총회 소식 ],https://www.38.co.kr/html/forum/board/?o=v&code=168360&no=41,2019-03-30,"◆ 3월28일 (금)에 개최된 주주총회 소식  ◆1. 17기(2018년도) 매출액 ;   308억6천만원                                영업이익;   23억원                               당기순이익; 18억 7천만원     * 금년(2019년)  매출목표; 400억원 이상     * 올해 1/4분기 매출은 이미 작년보다 30% 증가된        100억원을 실현하고 있다함.2.  펨트론은 특히 SMT (SPI , 3D AOI) 시장에서 그 기술력을 인정받음으로서    기존의 고객에서 HUAWEI ,BOSCH 등의 글로벌 기업등이 고객사로 추가 확정됨.3.금번 주총은 펨트론의  IPO 주관사인 ""하나금융투자""의 요청에 의해서   코스닥 상장 절차상 꼭 필요한  전자증권제도에 따른 재무제표, 손익계산서 승인 및  정관변경을 위한 중요한 주주총회라 함.4. 대표이사는 ""주주 여러분의 기대에 부응하고 회사가 한단계 더 도약하기 위해서는 코스닥시장의  상장은 필수이며 금년 2019년 하반기 상장을 목표로 한다"" 라고 함. ---개인적으로 펨트론의 기술력을 알고 매입하였으나 꽤 장시간 보유한 종목이라                 하루빨리  상장되길 고대함.                 최근들어 매년  매출 신장이 지속되고 있어  그 성장성은 평가받을만 함.                   또, 업계 1위 고영과  견주어도 전혀  뒤지지 않는다는 기술력을 시장에서                 인정받는것도 큰 장점임.                 대표 및 임직원들의 의지를 볼때  곧 상장이 임박하지 않을가라는                 기대를  갖게한 주주총회였음.                 "
35,[제목 : [펨트론] 1분기 별로라는데 마이 올랐네? ],https://www.38.co.kr/html/forum/board/?o=v&code=168360&no=43,2019-07-12,"1년 반만 더 기다려 보소그러다 안되면 또 2년 기다려 보고, 기다리다보면은 어찌 되겠지요."
36,[제목 : [펨트론] 상환우선주 ],https://www.38.co.kr/html/forum/board/?o=v&code=168360&no=45,2019-08-08,18년 발행한 3자배정(하나금융투자인수) 상환우선주 상환 기일 아시는분 계시나요..
37,[제목 : [펨트론] 내년상장계획중인.미르기술.펨트론 비교~~ ],https://www.38.co.kr/html/forum/board/?o=v&code=168360&no=46,2019-08-19,미르기술..주식수:520만주연결매출;540 억..14억 이익펨트론..주식수:970만주매출:307억..15억이익..참고만~~~
38,[제목 : [펨트론] 이회사 망했나요? ],https://www.38.co.kr/html/forum/board/?o=v&code=168360&no=47,2019-09-30,ㅋㅋㅋ 내년에 상장은 하는 건지 몇백주 가지고 있는거 처분할려고 해도 비상장매매 허매수 이빠이 후려치는분들만 계시는데 참 이거 속아서 사가지고 아직도 꼬라지가 이러네 ㅋㅋㅋ내 보기에는 상장 못함 ㅋㅋㅋㅋ 
39,[제목 : [펨트론] 펨트론 상장 되나요? ],https://www.38.co.kr/html/forum/board/?o=v&code=168360&no=52,2020-07-24,펨트론 언제쯤 상장되는지 궁금해서요. 아시는분 가르쳐 주세요 
40,[제목 : [펨트론] 매수할려니 칠천원 달라는데  현시세 맡나요 ],https://www.38.co.kr/html/forum/board/?o=v&code=168360&no=54,2020-12-23,
41,[제목 : [펨트론] IPO ],https://www.38.co.kr/html/forum/board/?o=v&code=168360&no=55,2021-01-22,하반기 청구 예정이라는데꼭 실현되길 바랍니다.작년매출은 코로나 상황에서도 꽤 선전한 편이고기술력도 있으니... 기대합니다.
42,[제목 : [펨트론] 매수할려니 칠천원 달라는데  현시세 맡나요 ],https://www.38.co.kr/html/forum/board/?o=v&code=168360&no=57,2021-03-10,"기관에서 투자한 년도가  2010년, 2012년, 2018년이네요. 성장가능성이 있으니 상환전환우선주를 보통주로 다 전환했겠죠. 그 가격이면 괜찮은 것 같네요"
43,[제목 : [펨트론] 기다리는 마음 ],https://www.38.co.kr/html/forum/board/?o=v&code=168360&no=58,2021-03-30,내년 봄을 기다려야 하나 봅니다.
44,[제목 : [펨트론] 내년 봄에는 ],https://www.38.co.kr/html/forum/board/?o=v&code=168360&no=60,2021-12-03,상장이  눈앞에 다가온듯 합니다현재...IPO를 위한  지정감사를 받고 있다죠?특히 올해 매출이 어려운 국내외 상황에도작년대비 25%이상  증가했다니 더욱 기대됩니다.내년 봄 주총때는 주주분들 모두에게기쁜 소식이 전해지길 바랍니다.
45,[제목 : [펨트론] 조만간 코스닥 심사청구한다는 ~ ],https://www.38.co.kr/html/forum/board/?o=v&code=168360&no=62,2022-05-13,- 실적이 많이 좋아져서 올해 상장을 위해 조만간 심사청구한다는 얘기가 있다는데
46,"[코멘트 : [펨트론] 올 하반기에 청구한다고 합니다.
곧 좋은 소식이 들 ]",https://www.38.co.kr/html/forum/board/?o=v&code=168360&no=63,2022-05-22,올 하반기에 청구한다고 합니다.곧 좋은 소식이 들릴듯 합니다.
47,[제목 : [펨트론] 청구했네요. ],https://www.38.co.kr/html/forum/board/?o=v&code=168360&no=64,2022-05-26,5/25 어제일자로 청구서접수
48,[제목 : [펨트론] 상장예비심사 승인 ],https://www.38.co.kr/html/forum/board/?o=v&code=168360&no=71,2022-08-26,금일자 Kosdaq 상장예비심사 승인 - 저스템(미래에셋증권) - 밀리의서재(미래에셋증권) - 펨트론(하나증권)예비심사승인 되었네요.축하드립니다.
49,[코멘트 : [펨트론] 아...오래기다렸네요. ],https://www.38.co.kr/html/forum/board/?o=v&code=168360&no=72,2022-08-26,아...오래기다렸네요.
50,"[제목 : [펨트론] 최소 16,500원 ]",https://www.38.co.kr/html/forum/board/?o=v&code=168360&no=73,2022-08-31,"상장 심사통과 회사 대부분 장외에서 공모가 상단 대비 150% 이상 유지(펨트론) 공모밴드 10,000원 ~ 11,000원공모밴드 상단 11,000원*150% = 16,500원참고로 같은날 심사통과한 '저스템'은 현재 20,000원~24,000원 시세 형성(저스템) 공모밴드 9,500원 ~ 11,000원고로 '펨트론'은 최소 16,500원까지 직행"
51,[제목 : [펨트론] 야는 코스닥 고영만 보면 되요 ],https://www.38.co.kr/html/forum/board/?o=v&code=168360&no=74,2022-08-31,고영 1등펨트론 2등고영 시총 1조펨트론 시총 1천억펨트론 가즈아 5천억!!!
