,titles,links,dates,contents
10,[코멘트 : [컬리] 얼마에 매수하셨어요? ],https://www.38.co.kr/html/forum/board/?o=v&code=408480&no=19,2020-02-28,얼마에 매수하셨어요?
11,[코멘트 : [컬리] 매수매도 게시판에 있는 가격이랑 큰 차이 안나는 가 ],https://www.38.co.kr/html/forum/board/?o=v&code=408480&no=20,2020-03-02,매수매도 게시판에 있는 가격이랑 큰 차이 안나는 가격에 매수했습니다
12,[제목 : [컬리] 매수매도 게시판에 있는 가격이랑 큰 차이 안나는 가 ],https://www.38.co.kr/html/forum/board/?o=v&code=408480&no=21,2020-03-04,그럼 25000원선이겠네요~명의개서라고 들었는데 복잡하지 않으셨는지요?
13,[제목 : [컬리] 컬리 주식 매수방법 ],https://www.38.co.kr/html/forum/board/?o=v&code=408480&no=22,2020-03-04,매수 하고 싶은데 매수방법이 궁금합니다. 가르쳐 주실분 있으신가요
14,[제목 : [컬리] 매수매도 게시판에 있는 가격이랑 큰 차이 안나는 가 ],https://www.38.co.kr/html/forum/board/?o=v&code=408480&no=23,2020-03-05,그보다는 조금 더 저렴하게 매수했습니다
15,[제목 : [컬리] 컬리투자유치 ],https://www.38.co.kr/html/forum/board/?o=v&code=408480&no=26,2020-04-06,"마켓컬리, 1.5억弗 투자 유치...기업가치 1兆 육박팍스넷뉴스 류석 기자입력: 2020.04.03 15:44DST·힐하우스·세콰이어 등 참여…유니콘 등극 여부 관심이 기사는 2020년 04월 03일 15시 44분 유료콘텐츠서비스 딜사이트에 표출된 기사입니다.[팍스넷뉴스 류석 기자] 마켓컬리(운영사 컬리)가 프리IPO(상장 전 자금조달) 성격으로 수천억원의 자금 조달에 성공했다. 기존 해외 투자자들이 이전 투자 때 제시한 월 거래액 마일스톤(milestone)을 조기 달성하면서 순조롭게 투자 유치가 이뤄졌다. 다만 기업가치가 1조원에 조금 못 미치는 수준으로 평가돼 유니콘 등극은 다음 기회로 미루게 될 전망이다. 3일 투자 업계에 따르면 최근 신선식품 새벽배송 서비스 마켓컬리는 해외 투자사로부터 약 1850억원(1억5000만달러) 규모의 시리즈E 투자를 유치한다. 투자 금액과 기업가치에 대한 협의가 완료된 상태로 조만간 투자금 납입이 이뤄질 예정이다. 이번 투자는 중국계 투자사들이 중심이 돼 진행됐다. 마켓컬리의 기존 주주인 디지털스카이테크놀로지(DST), 힐하우스캐피탈, 세콰이어캐피탈 등 세 곳이 투자에 참여했다. DST가 주요 지분을 인수하고 투자를 이끈 것으로 알려졌다. 국내 투자사들은 높은 기업가치에 부담을 느끼고 투자 참여를 고사했다. 또 해외 투자사들이 대거 지분을 확보한 상황에서 투자에 참여해 소수 지분을 추가로 확보하는 것이 무의미하다고 판단한 것으로 보인다. 또 김슬아 대표 등 마켓컬리 경영진들도 해외 투자사들 위주로 투자 유치를 추진했던 것으로 알려졌다. 국내 투자사 상당수는 조만간 마켓컬리 구주 매각에 나선다는 계획이다. 투자 전 기업가치(Pre-money Value)는 약 8000억원으로 평가됐다. 지난해 투자 유치 때보다 약 2500억원 이상 기업가치가 늘어났다. 마켓컬리는 지난해 중국계 사모펀드(PEF) 등으로부터 투자 후 기업가치 5400억원을 인정받았다.약 8000억원의 투자 전 기업가치에 이번 유치한 투자금 약 1850억원을 더한 투자 후 기업가치(Post-money Value)는 1조원에 조금 못 미치는 수준인 것으로 파악된다. 아쉽게도 국내에서 에이프로젠에 이은 12번째 유니콘 타이틀 확보는 어려울 것으로 예상된다. 마켓컬리가 성공적으로 후속 투자 유치에 성공할 수 있었던 것은 최근 들어 크게 늘어난 월 거래액을 들 수 있다. 작년 500억원 이하였던 월 거래액이 최근 800억원 수준으로 늘어나면서 투자 유치를 앞당겼다는 평가다. 지난해 투자 유치 당시 해외 투자자들은 후속 투자 조건으로 월 거래액 700억원을 제시했던 것으로 알려졌다. 그 결과 실제로 마켓컬리는 매년 빠른 속도로 매출을 늘려가고 있다. 최근 제출된 감사보고서에 따르면 마켓컬리는 지난해 매출액 4290억원을 기록해 전년 대비 173% 증가했다. 다만 영업 손실 규모는 전년 대비 192% 증가한 1000억원 수준을 기록해 수익성은 더욱 악화됐다는 평가다. 향후 마켓컬리는 해당 투자금을 바탕으로 물류 서비스 고도화에 나설 것으로 전망된다. 추가 물류센터 구축, 배송 시스템 고도화 등을 통해 기존 수도권 중심으로 이뤄지던 새벽배송 서비스 범위를 확대할 가능성이 높다. 최근 코로나19 사태로 크게 주문량이 늘었지만 상대적으로 열악한 배송 인프라로 인해 수요에 충분히 대응하지 못했던 것이 사실이다. 투자 업계 관계자는 ""최근 코로나19 사태 등으로 인한 소비 행태 변화로 올해 마켓컬리의 거래액이 크게 늘어날 것으로 예상한다""며 ""이번 투자 유치 자금을 활용해 물류 인프라를 더욱 확충한다면 국내 장보기 시장에서 확고한 1위 자리를 차지할 수 있을 것""이라고 설명했다."
16,[제목 : [컬리] 컬리투자유치 2천억성공 ],https://www.38.co.kr/html/forum/board/?o=v&code=408480&no=29,2020-05-11,"마켓컬리, 자금 수혈…2000억원 투자 유치 성공 본문듣기 설정기사입력2020.05.08. 오전 9:54마켓컬리를 운영하는 컬리가 자사 투자 유치 사상 역대 최대 규모인 약 2000억 원의 시리즈 E 투자 유치에 성공했다.컬리는 올 해 국내 스타트업이 유치한 투자 중 가장 큰 규모인 2000억원 규모의 다섯번째 투자유치를 마무리했다고 8일 밝혔다. 이번 투자에는 신규 리드투자사인 DST 글로벌과 기존 투자사인 힐하우스 캐피탈 등 외 Aspex Management가 새롭게 참여했다. 이번 투자를 포함한 지난 5년간 컬리가 유치한 총 누적 투자금액은 4200억원에 달한다.이번 투자유치는 코로나19로 인해 전 세계적으로 벤처에 대한 투자심리가 급감하는 상태에서 이뤄져 그 의미가 크다. 기존에 진행 중이던 투자도 모두 취소될 만큼 투자 환경이 경색되어 있는 상황이지만, 컬리의 기존 투자자와 신규 투자자는 마켓컬리의 지속적인 성장 및 시장 선도 가능성을 보고 추가 투자에 참여했다.[광고]신한금융투자 we are golden 차원이 다른 투자클라쓰 이벤트기간(~6/30) 자세히보기실제로 컬리는 최근 파이낸셜 타임즈가 발표한 아태지역 가장 빠르게 성장하는 기업 500개 가운데 11위를 차지하는 등 성장성을 대내외에서 인정받고 있다. 매출성장을 보면 창립 첫해인 2015년부터 4289억을 달성한 2019년까지 매년 연평균 3.5배의 높은 성장을 이뤄왔다.물류처리 능력에서도 지난해만 물류센터 면적을 4.9배 늘려, 출고량이 2.9배 증가하는 등 풀필먼트 서비스를 더욱 고도화하고 있다. 이러한 이유로 기존 투자자 및 신규투자자들은 컬리가 지금까지 쌓아 온 성과에 대한 높은 만족도와 믿음을 보이고 있으며 앞으로의 성장 가능성도 긍정적으로 내다보고 있다.컬리는 이번 투자로 국내 최고의 장보기 서비스가 되기 위한 자금을 확보했다. 특히, 올해 말 기존 물류센터의 2.5배 규모로 오픈 예정인 김포 물류센터 설비를 비롯해 물류 시스템 고도화, 고객 확대, 인재 유치 등에 집중적으로 투자해 향후에도 장보기 시장을 선도하는 한편 지속가능한 사업 형태를 공고화하겠다는 계획이다.김슬아 컬리 대표는 ""이번 투자는 어려운 투자 상황 속에서도 컬리의 가능성을 믿어 준 투자자들과 마켓컬리를 사랑하고 신뢰한 고객들, 그리고 많은 이들이 이용하는 서비스를 만들어 온 임직원들이 함께 만들어낸 성과""라며 ""앞으로도 마켓컬리의 서비스 완성도를 더욱 높여 온라인 장보기 시장의 양적, 질적 성장을 선도하며 소비자들의 신뢰에 보답하는 서비스를 오랫동안 제공할 수 있도록 최선을 다할 것""이라고"
17,[코멘트 : [컬리] 정확한 금액은 1850억입니다 ],https://www.38.co.kr/html/forum/board/?o=v&code=408480&no=30,2020-05-20,정확한 금액은 1850억입니다
18,[제목 : [컬리] 컬리 500만원부터 가능한 엔젤리그 어떤가요? ],https://www.38.co.kr/html/forum/board/?o=v&code=408480&no=33,2020-08-04,해보신분 계신가요?
19,[제목 : [컬리] 마켓컬리 호재가 뭐있죠? ],https://www.38.co.kr/html/forum/board/?o=v&code=408480&no=34,2020-08-05,마켓컬리에 관심은 있는데 어떤호재가 있나요?  상장은 계획있는지? 앞으로 어떨지?
20,[코멘트 : [컬리] 거긴 조합으로 묶이는 형태라 팔고 싶을 때 못 팔죠 ],https://www.38.co.kr/html/forum/board/?o=v&code=408480&no=35,2020-08-05,거긴 조합으로 묶이는 형태라 팔고 싶을 때 못 팔죠
21,[코멘트 : [컬리] 그건 좀 아쉽군요. 소액이 가능한건 괜찮은데 ],https://www.38.co.kr/html/forum/board/?o=v&code=408480&no=36,2020-08-05,그건 좀 아쉽군요. 소액이 가능한건 괜찮은데
22,[제목 : [컬리] 2020년 매출 1조돌파 ],https://www.38.co.kr/html/forum/board/?o=v&code=408480&no=37,2020-10-22,"“맞벌이지만 잘 먹고 싶어서 창업”… 5년만에 年매출 1조안준호 기자입력 2020.10.05 03:50지난달 24일 서울 강남구 마켓컬리 본사 지하 회의실에 파마기 없는 긴 생머리에 군복색 재킷을 입은 30대 중반의 여성이 들어왔다. 2015년 창업해 ‘샛별’ 배송으로 유통업계에 새벽 배송 붐을 일으킨 마켓컬리 김슬아(37) 대표였다. 창업 5년 만에 연 매출 1조원 달성을 눈앞에 둔 회사 대표라기보다는 일반 사원 같은 모습이었다.김 대표는 민족사관고등학교 1학년 때인 1999년 미국 유학길에 올랐다. 힐러리 클린턴 전 미국 국무장관이 나온 웰즐리대에서 정치학을 전공했다. 이후 골드만삭스와 맥킨지 홍콩지사, 베인앤컴퍼니코리아 등에서 컨설턴트로 일했다. 그런 그가 2015년 유통업에 뛰어들었다. 이유를 물었더니 “먹는 걸 좋아해서”라는 답이 돌아왔다.지난달 29일 김슬아(오른쪽) 마켓컬리 대표가 서울 강남구 본사에서 열린 상품위원회에서 입점을 앞둔 사과·대추 등 과일의 상태를 직접 살펴보며 직원과 의견을 나누고 있다. 김 대표가 2015년 창업한 ‘새벽 배송’ 스타트업 마켓컬리는 올해 매출 1조원 돌파가 예상된다. /이덕훈 기자지난달 29일 김슬아(오른쪽) 마켓컬리 대표가 서울 강남구 본사에서 열린 상품위원회에서 입점을 앞둔 사과·대추 등 과일의 상태를 직접 살펴보며 직원과 의견을 나누고 있다. 김 대표가 2015년 창업한 ‘새벽 배송’ 스타트업 마켓컬리는 올해 매출 1조원 돌파가 예상된다. /이덕훈 기자“맞벌이라 매일 장을 볼 수 없었죠. 온라인 주문하면 2~3일 뒤에나 오는데 신선하지가 않아요. 문득 아침에 신선한 식재료를 배달받으면 얼마나 좋을까라는 생각이 들었습니다.”마켓컬리는 오후 11시 전까지 온라인 주문하면 다음 날 오전 7시까지 신선 식품을 현관 앞에 배송해준다. 새벽 배송이 시장에서 폭발적 반응을 얻자, 대형 유통 업체들도 앞다퉈 같은 서비스를 내놨다.◇창업 5년 만에 매출 1조 전망마켓컬리 성장은 폭발적이다. 현재 서울·경기 지역 새벽 신선식품 배송 시장에서 40% 이상의 점유율을 차지하는 것으로 회사는 추정한다. 회원은 2015년 말 6만명에서 약 100배인 580만명(8월 말)으로 늘었다. 29억원이던 매출은 작년 4289억원을 기록했고, 올해 1조원 돌파를 기대하고 있다. 하지만 김 대표는 성장에 대해서는 별로 말을 안 했다. 대신 “고객의 신뢰를 잃으면 모든 게 끝이다” “매출 위에 고객 있다는 게 나의 신념이다”라는 말을 반복했다.지난달 중순 추석 대목을 앞두고, 마켓컬리는 자사가 판매하는 우유가 변질됐다는 고객 불만이 접수되자 전액 환불한 것도 이런 이유에서다. 접수된 불만은 80여건, 변질이 의심되는 우유는 4800병이었지만 문제가 된 날을 전후해 판매한 우유까지 포함해 7248병을 환불했다. 판매가는 2950원이었지만, 고객 불편을 고려해 5000원을 보상하기로 했다.김 대표는 “신선 식품 특성상 문제가 없을 수 없지만, 문제가 생기면 투명하게 공개하고, 과하다 싶을 정도로 보상해서라도 고객에게 신뢰를 얻는 게 가장 중요하다”고 했다. 김 대표는 지난 5월 서울 물류센터에서 코로나 확진자가 나왔을 때도 자필 사인이 담긴 사과문을 발표하고, “고객의 우려에 숨기지 않고 투명하게 전달하겠다”고 밝힌 바 있다.◇자나 깨나 ‘고객의 소리’ 확인김 대표가 아침에 일어나 가장 먼저 하는 일은 ‘고객의 소리’를 확인하는 것이다.그는 “'하루만 더 팔아도 하나도 안 버릴 텐데'라는 유혹이 있을 수 있지만, 그러면 기대했던 품질이 떨어질 수밖에 없고, 그럼 마켓컬리에서 물건을 살 이유도 없다”고 말했다.마켓컬리는 신선식품에서 화장품, 주방 가전, 생활용품 등으로 판매 영역을 넓히고 있다. 김 대표는 “시장엔 수천 가지의 상품이 넘쳐나지만, 고객들은 ‘대체 진짜 좋은 건 뭔데’라고 묻는다”며 “'내 돈 주고 살 것만 팔자' ‘제일 싼 거 말고, 제일 좋은 물건은 뭐냐’는 생각으로 판매 상품을 결정한다”고 했다. 이를 위해 김 대표를 비롯한 상품 테스터들이 직접 2주간 상품을 직접 써보고, 판매 여부를 결정한다.김 대표는 “과거 생리대 (유해 물질 검출) 파동 때 고객들이 ‘진짜 좋은 상품을 마켓컬리가 꼼꼼히 알아보고 판매해 달라’는 요구가 있었다”며 “그 이후 생리대를 다 뜯어보고 검증해서 발굴한 브랜드가 비식품 중 판매량이 가장 많은 상품 중 하나가 됐다”고 했다.코로나로 비대면이 일상화하면서 온라인 시장도 커졌다. 마켓컬리의 주문량과 매출도 작년 동기 대비 100% 이상 급증했다. 하지만 김 대표는 “많은 주문을 받기보다 품질 유지와 배송을 더 잘하자는 생각”이라며 “좋은 품질의 상품과 배송 서비스가 최우선이고, 매출은 마지막”이라고 했다.마켓컬리는 내년 2월 경기도 김포에 4만여평 규모의 물류센터를 세운다. 최신식 자동화 기술이 적용된 김포물류센터가 가동되면 주문 처리량은 현재의 2배 수준으로 증가할 것으로 전망된다.워낙 성장하는 기업이다 보니, 시장에서는 “마켓컬리가 곧 팔릴 것이다” “주식시장에 기업 공개를 할 것이다”라는 소문이 끊이지 않는다.“팔겠다고 한 적도 없고 사겠다고 온 사람도 없어요. 왜 그런 소문이 났는지 모르겠습니다. 현재로서 지분 구조를 바꾸거나 기업을 공개할 생각은 전혀 없어요. 지금은 그냥 오랫동안 고객에게 신뢰받는 유통 업체가 되는 것이 목표입니다.""Copyright 조선일보 All rights reserved."
23,[제목 : [컬리] 마켓컬리 진실 ],https://www.38.co.kr/html/forum/board/?o=v&code=408480&no=39,2020-11-07,요즘 마켓컬리가 홍보를 좀 해서 이미지가 좋은 것 같지만 실상은 빛좋은 개살구 협력업체엔 갑질에 물류쪽은 대부분 일용직으로 유지하는데 그것도 지들 꼴린대로 하루전에 나오라고 했다가 다른 사람들 시간 잡아놓고 그날저녁에 티오가 줄어서 나오지 말라는 둥 무슨 갑질도 이런 갑질이 없죠 그렇게 하다가 나간 사람들이 일은 제대로 할까요 실상은 
24,[제목 : [컬리] 미국 DST가 28000원에 투자 ],https://www.38.co.kr/html/forum/board/?o=v&code=408480&no=41,2020-11-26,"DST Global 이 투자한 가격이 28,000원이니까 참고하세요~"
25,[제목 : [컬리] 너무 조용하네요. ],https://www.38.co.kr/html/forum/board/?o=v&code=408480&no=44,2020-12-30,"게시판도, 주가도...."
26,[제목 : [컬리] 김슬아의 매직…마켓컬리 드디어 1조클럽 가입 ],https://www.38.co.kr/html/forum/board/?o=v&code=408480&no=47,2021-01-15,"매*경제 2021.01.14컬리가 `마켓컬리`로 지난해 연매출 1조원을 달성한 것으로 알려졌다. 2015년 설립 이후 5년 만의 성과다. 국내에서 처음으로 신선식품을 새벽에 배송하는 `샛별배송` 서비스를 선보이면서 주목받은 이후 꾸준한 성장세를 보인 결과라는 평가가 나온다. 14일 유통업계에 따르면 마켓컬리를 운영하는 컬리의 지난해 연간 매출액이 1조원을 넘어설 것으로 예상된다. 2019년 매출액(4289억원)과 비교해 2배 이상 신장한 것이다. 오픈마켓 업체들의 경우 상품 중개수수료가 매출로 반영되지만, 컬리는 상품을 직매입해 판매하는 만큼 거래액도 매출과 유사한 수준을 기록할 것으로 예상된다. 자세한 실적은 4월 감사보고서 발표와 함께 공개될 예정이다. 컬리 관계자는 ""다양한 변수가 있어 회계상 정확한 수치를 파악하기는 어렵다""면서도 ""회사 내부에서도 지난해 매출액 1조원을 달성한 것으로 판단하고 있다""고 말했다. 마켓컬리의 인기 요소로 독특한 `큐레이팅`이 꼽힌다. 상품을 엄선하는 것으로, 고객 신뢰를 얻었다는 평가를 받는다. 마켓컬리는 모든 판매 상품을 김슬아 컬리 대표(사진)와 상품기획자(MD)들의 평가를 거쳐 결정한다. 매주 300개 이상의 상품에 대해 맛, 포장, 가격 등 고객의 구매 결정에 미치는 요소들을 따져 평가한다. 고객 입장에서 믿을 수 있는 전문가가 한 번 골라준 제품을 구매한다는 인식을 심어주면서, 온라인 장보기에 익숙하지 않은 소비자들을 흡수하기 시작했다. 식품을 강점으로 해온 마켓컬리지만 비(非)식품 상품도 점차 늘리고 있다. 컬리에 따르면 이달 기준 마켓컬리 내 비식품 상품 비중은 전체 상품 중 20%를 넘어섰다. 2016년 식빵 구매 고객들이 맛있게 즐길 수 있도록 토스트기를 선보인 이후 주방용품, 생활용품 등을 구비해 요리를 위한 도구를 구매하기 위해서 다른 유통 채널을 찾아야 하는 번거로움을 덜었다. 이후 고객들의 요청에 따라 화장품, 주방용 가전 등 판매 영역을 넓히고 있다.  비식품 상품도 식품과 마찬가지로 김 대표와 MD의 평가를 거쳐 판매 목록에 오른다. 화장품의 경우 2주간 테스트를 거쳐 판매 여부를 결정한다. MD가 생활 속 경험에서 판매 상품을 정하는 경우도 많다. 최근에는 시중에서 구하기 어려운 어린이용 안전장갑을 선보여 인기 상품에 오르기도 했다. 비식품 상품 비중이 늘면서 오픈마켓 진출 가능성이 제기되기도 했다. 온라인 쇼핑에서 사업 확장을 위해서는 취급 상품 수(SKU)를 늘리는 것이 필요하다는 견해가 많기 때문이다. 최근 SSG닷컴이 11번가에 새벽배송 서비스를 입점하는 등 상호 취약한 상품 포트폴리오를 보완하려는 협업 형태가 등장하기도 했다. 그러나 마켓컬리는 상품 수 증대를 통한 기업의 외연 확장보다 믿을 수 있는 상품 판매를 통한 충성 고객 확보가 중요하다는 입장이다. 이 같은 기조에 소비자도 반응하면서 마켓컬리 고객의 재구매율은 60%대를 유지하고 있다. 업계 평균의 약 3배에 달하는 수준이다. 식품 분야에서는 차별화 아이템을 선보이는 데 주력하고 있다. 대표적 사례가 `1% 테이블`이다. 생산량, 생산자, 상품등급, 배송 등 4가지 기준 중 1가지 이상을 충족하는 상품을 선보이고 있다. 현재 과일, 잼, 커피, 치즈, 정육 등 60여 개가 판매되고 있다. 씨앗부터 구하기 어려워 현존 커피 중 가장 고급 커피로 꼽히는 `엘리다 게이샤 원두`, 일반 키위 대비 2배 이상 큰 `에메랄드 키위` 등 구하기 쉽지 않은 식재료를 선보이고 있다. 이번 설에는 여성 얼굴 크기에 필적하는 대형 배 상품도 선보일 예정이다. 다음달에는 경기 김포에 물류센터를 오픈할 예정이다. 4만평 규모로 현재 운영 중인 물류센터 면적의 1.3배가 넘는 대형 물류센터다. 자동화 시스템을 구축하면서 김포 물류센터 개장 이후 주문 처리량이 현재의 2배 수준으로 증가할 것으로 예상된다. 성장세가 알려질 때마다 시장에서는 컬리의 매각이나 기업공개(IPO) 가능성이 제기됐다. 컬리 관계자는 ""올해도 매각이나 IPO 가능성은 없다""고 말했다.  "
27,[제목 : [컬리] 매수인과 매도인이 동일인이네~~ ],https://www.38.co.kr/html/forum/board/?o=v&code=408480&no=48,2021-01-17,제목 그대로 염!매수 매도란 보니까매수인과 매도인이 똥일인이네여. 이거 뮈여요? 귀여운 작업이염? 살짝 귀엽쿤.
28,[제목 : [컬리] 현재 38은 컬리의 현재가를 반영하지 못하고 있습니다. ],https://www.38.co.kr/html/forum/board/?o=v&code=408480&no=50,2021-01-17,"38에 올라와 있는 매도, 매수는 대부분 장외주식을 중개하는 사람들의 주문입니다. 중개인이 물건을 가지고 있지 않고 전화를 하면 매도자와 매수자를 찾아 연결해주는 방식입니다. 서*거래소에서 컬리의 현재가는 27,000원이고 매수는 30,000원까지 올려져 있습니다. 얼마 전에 10,000주가 28,000원에 거래가 되었습니다.서*거래소에서는  대부분 개인들 간의 거래로 이루어지고 있습니다. 그러나 38은 현실과 동떨어진 매도와 매수가가 올라와 있습니다. 중개하는 분들은 매도와 매수가를 빨리 시정해 주시기 부탁드립니다. "
