,titles,links,dates,contents
15,"[코멘트 : [지아이이노베이션] 거짓말이기 때문이죠
주주게시판은 온갖 카더라 통신 ]",https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=122,2020-08-17,거짓말이기 때문이죠주주게시판은 온갖 카더라 통신이 난무합니다
16,[코멘트 : [지아이이노베이션] ㅋㅋㅋㅋㅋ닉넴이랑 어울리는답변!! ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=123,2020-08-17,ㅋㅋㅋㅋㅋ닉넴이랑 어울리는답변!!
17,[제목 : [지아이이노베이션] 야  9000억여 임마~1000억은 어디다 까먹냐 ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=124,2020-08-18,
18,[제목 : [지아이이노베이션] ㅎㅎ 답답하긴. ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=125,2020-08-18,증권사 다니는 지인있으면 물어보세요. 확인가능함
19,[코멘트 : [지아이이노베이션] 기술성 평가는 아직 신청 안했습니다. 단 준비중입니 ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=126,2020-08-18,기술성 평가는 아직 신청 안했습니다. 단 준비중입니다.
20,[제목 : [지아이이노베이션] 증권사 친구좀 잘두세요 ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=127,2020-08-18,저도 따로 알아봤는데 아직 신청 안했답니다 ㅉㅉ
21,[제목 : [지아이이노베이션] 이지오님 친구분을 잘두셔야겠네요 ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=128,2020-08-19,다시 확인했는데 확실합니다 대체 뭘 확인하신거죠?
22,[제목 : [지아이이노베이션] 뭘 자꾸 확인했다는건지 ㅋㅋㅋ ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=129,2020-08-19,기술성평가 통과된거 확인했으면 증거를 내놔. 말만 싸지르지말고 ㅋㅋㅋㅋ
23,[제목 : [지아이이노베이션] 거품이 너무 심함 ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=131,2020-08-19,거품이 심한지 안심한지는 상장가 보면 알거고. 살 능력없음 걍 지나가쇼
24,[제목 : [지아이이노베이션] 뭘 자꾸 확인했다는건지 ㅋㅋㅋ ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=133,2020-08-19,반말을 하고 그러세요~여튼 저는 확인했어요 좋은소식 나누고자하는데 말을 매너없게 하시네요 나이가 많이 어리신가..
25,[코멘트 : [지아이이노베이션] 왜 기술성 평가를 완료했다고 하시는지 모르겠네요. ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=134,2020-08-20,왜 기술성 평가를 완료했다고 하시는지 모르겠네요.회사에서도 안했다고 하는데...회사에 직접 전화해보시면 되는데.
26,[제목 : [지아이이노베이션] 뭘 자꾸 확인했다는건지 ㅋㅋㅋ ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=135,2020-08-20,부정확한 좋은소식을 원하는게 아니고 정확한소식을 원하니깐 앞으로 잘 알아보고 글써라잉
27,[제목 : [지아이이노베이션] 넘 고평가입니다. ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=137,2020-08-23,회사는 좋은데 현재 가격은 거품이네요.물론 코스닥에 청구를 해서 심사에 통과한 상태에서현재 가격이라면 그나마 괜찮겠지만 그렇지 않은상태에서 현재 가격은 거품입니다.솔루엠을 보세요..30000원대까지 갔다가 꼬꾸라지고 있는 현실을 ..현재 매매가 24000원대입니다.
28,"[코멘트 : [지아이이노베이션] 너무  고평가
거품이  심하네요
장외에서 물리면 ]",https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=138,2020-08-23,너무  고평가거품이  심하네요장외에서 물리면  거덜납니다
29,"[제목 : [지아이이노베이션]
 이제 시작입니다 ]",https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=140,2020-08-23,**** 좋아하네.온갖 조작을 하는곳이 ****인지 모르나.
30,[제목 : [지아이이노베이션] 온통 허위매물뿐.. ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=141,2020-08-24,추매좀 할라했더니 온통 브로커 허위매물 밖에없고...  보통주는 넘 비싸고.. 허위매물좀 그만 올리소
31,[코멘트 : [지아이이노베이션] 보통주는 얼마인가요? ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=142,2020-08-24,보통주는 얼마인가요?
32,[제목 : [지아이이노베이션] 매수방법좀  부탁드립니다 ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=144,2020-08-25,회사주담에게   연락하는게  안전한건가요? 아님 38에  매도공개된 연락처에  연락을하는건가요?  중개상을 통하는거라는데..믿을수있는  중개상은  어케  구별하는건지요?  ****앱에서  구매하는건 믿을만한건가요?
33,[제목 : [지아이이노베이션] 매도물이 없네 ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=145,2020-08-25,
34,[제목 : [지아이이노베이션] 매물이 거의 없네요 ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=146,2020-08-25,매물이 거의 없어요그나마 증*앱에서 6만 5천원 이상 거래되는것으로 보입니다
35,[제목 : [지아이이노베이션] 매수방법좀  부탁드립니다 ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=147,2020-08-25,사기당하시지말고 **앱에서 6만5천원에 매슈하세요
36,[코멘트 : [지아이이노베이션] 사기 조심 하슈 ㅋㅋㅋㅋ ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=148,2020-08-25,사기 조심 하슈 ㅋㅋㅋㅋ
37,[제목 : [지아이이노베이션] 사기 조심 하슈 ㅋㅋㅋㅋ ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=149,2020-08-25,사기안당하려면????
38,[제목 : [지아이이노베이션] 사기꾼떳어라 ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=150,2020-08-25,헉 진짜루?소문사실인가ㅁ유?
39,"[코멘트 : [지아이이노베이션] 주식입고먼저확인후송금하면�灌求�
송금먼저하란놈사 ]",https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=151,2020-08-25,주식입고먼저확인후송금하면�灌求�송금먼저하란놈사기꾼
40,[제목 : [지아이이노베이션] 전환우선주 ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=152,2020-08-25,기관들 전환우선주 엄청나게 여러곳에서 갖고 있습니다.이 우선주는 결국 악성매물화 되어 상장시 큰 악재로 작용할것입니다.주주분포를 보시면 아시겠지만 잡다한 투자기관들이 대부분입니다.아무튼 조심들 하세요.
41,[제목 : [지아이이노베이션] 보통주는 얼마인가요? ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=153,2020-08-26,월요일에 62000원 거래됐다고 들었어요
42,[코멘트 : [지아이이노베이션] 투자자는 엑시트하기마련이고 다른투자자가받아먹거나 ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=154,2020-08-26,투자자는 엑시트하기마련이고 다른투자자가받아먹거나 개인이받으면 안정화됨.
43,[코멘트 : [지아이이노베이션] 안봤지? ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=155,2020-08-26,으이구야..글쓴이 주주명부 5페이지짜리 안봤지?잡다한 투자기관이라고? 쯧쯧쯧... 그냥 잠자코 계셔..쪽 팔리기 싫으면..
44,[코멘트 : [지아이이노베이션] 못봤겠지 ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=156,2020-08-26,안본게 아니라 못봤겠지... 아는체 말고 계속 잠자코 계셔. 더 쪽팔리기 싫으면..
45,[제목 : [지아이이노베이션] 장외주식이 다그렇지 새삼스럽게 ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=157,2020-08-27,
46,"[제목 : [지아이이노베이션]
 ㅋㅋㅋㅋㅋ 회사 주식관리 개판이군 ]",https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=158,2020-08-27,"먼저 기관들 RCPS(전환상환우선주)를 보통주로 전환하고,통일주권 발행하고,IPO 절차에 착수하는게 순서이고, 기본임.그래야 회사가 주식관리하기도 편하고..회사도 괜찮고, 사업내용도 좋은것 같은데.. 주식관리는 초보네.병아리판인지, 개판인지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋRCPS를 시장에 찢어 내놓은 기관도 웃기고ㅋㅋ"
47,[제목 : [지아이이노베이션] 지금이 투자적기 일까요??? ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=159,2020-08-27,"제가 일전에 쓴글이 아직도위에 인기글에있네요꼭 위에글도 한번 읽어보세요지아이가 잘하면 알테오젠 하고비슷하게 갈꺼같다고 한적있는데알테오젠을 분석해보시고 투자 판단을신중히 해보세요정확한판단력 과 과감한실행력이필요한 시점입니다최근 1년간 11조 잭팟’… 제약업계는 플랫폼 기술 확보 전쟁 中입력 2020-08-26 15:19   수정 2020-08-26 18:25신문게재 2020-08-27 6면한미약품 연구원이 연구에 집중하고 있다.(사진제공=한미약품)신약개발 플랫폼 기술이 국내 제약·바이오 업계 새로운 전략으로 주목받고 있다. 특히 플랫폼 기술로 조 단위 기술수출이 이어지자 국내 기업들의 플랫폼 기술 확보 전쟁이 치열하게 전개되고 있다.26일 제약·바이오 업계에 따르면 최근 1년간 국내 제약·바이오 기업들의 플랫폼 기술 기반 기술수출은 총 8건, 약 11조원 규모에 달하는 것으로 나타났다.약물 복합체(ADC) 기술 ‘콘쥬올’을 보유 중인 레고켐바이오는 지난해 일본 다케다제약 자회사 미국 밀레니엄 파마슈티컬스에 4548억원 규모 기술수출에 성공했고, 올해 4월과 5월 영국 익수다테라퓨틱스와 각각 4963억원, 2784억원 규모 기술수출 계약을 체결했다.재조합 인간 히알루로니다아제 ‘ALT-B4’ 플랫폼 기술로 잘 알려진 알테오젠도 지난해 글로벌 제약사와 1조6190억원 규모 기술수출 계약을 체결한 데 이어, 올해 6월에도 4조6770억원 규모 기술수출에 성공했다.이중 융합 단백질 개발 플랫폼 기술 ‘GI-SMART’를 보유한 지아이이노베이션은 설립 3년 만에 대규모 기술수출 2건을 성사시켰다. 지난해 11월 중국 제약사 심시어에 면역항암제 후보물질 ‘GI-101’를 9000억원 규모에 기술 수출했고, 7월에는 유한양행에 알레르기 치료 후보물질 ‘GI-301’을 1조4000억원에 기술 수출했다.국내 최초로 플랫폼 기술을 개발한 한미약품도 약효 지속 기반 플랫폼 기술 랩스커버리로 개발한 ‘LAPSGLP/Glucagon 수용체 듀얼 아고니스트’를 글로벌 제약사 MSD에 1조387억원 규모로 기술수출했다. 이는 2016년 제넨텍에 1조원 규모 항암신약 ‘HM95573’ 기술수출 이후 약 4년 만의 성과다.플랫폼 기술을 보유한 이들 기업이 더욱 주목받는 이유는 플랫폼 기술은 다양한 신약개발에 적용할 수 있어 단발성 기술 수출에 머물지 않고 지속적인 기술 수출이 가능하다는 장점 때문이다. 이에 따라 기존 플랫폼 기술 보유 기업은 특허 출원을 통해 기술 보호에 나서고 있고, 플랫폼을 보유하고 있지 않은 기업들은 기술 확보에 열을 올리고 있다.알테오젠은 최근 보유 중인 ‘ALT-B4’ 플랫폼 기술에 대한 권리 특허를 출원했다. 회사는 이번 특허 출원으로 ‘ALT-B4’ 플랫폼에 대한 독점적인 권리를 유지하면서 추가로 제조 방법에 대한 권리도 확보하겠다는 의지다.대웅제약은 자체 개발한 플랫폼 기술을 성장동력으로 확보하기 위해 법인까지 설립했다.대웅제약이 개발한 이온채널 플랫폼은 생체막 내외의 이온을 통과시키는 막단백질로 이온의 이동은 생체에 전기신호를 발생시키고, 신경흥분 등 많은 신호전달에 관여해 신경계질환, 암 등 다양한 질환에서 신약 개발 가능성을 주목받고 있다. 대웅제약은 지난 5월 말 이온채널 플랫폼 전문법인 아이엔테라퓨틱스를 설립해 연세대와 난청치료제 신약을 개발하고 있다.송영두 기자 songzio viva100**** 기자의 다른기사보기 >"
48,[제목 : [지아이이노베이션] 주식을 먼져 팔아먹으니 어쩔수없나 ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=160,2020-08-27,일을 거꾸로하고 있네요조금 기다렸다 통일주권 발행하면매도하든지빨리 통일주권으로 가던지돈이급한가???? 덕분에 촌놈이 서울구경하게 생겼네?
49,[코멘트 : [지아이이노베이션] 맞습니다. 주식관리좀 잘하길~ ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=161,2020-08-27,맞습니다. 주식관리좀 잘하길~
50,[코멘트 : [지아이이노베이션] 서울구경 ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=162,2020-08-27,"이분 통일주권이랑, RCPS를 보통주로 전환하는 거랑 구분 못하시네.서울구경 하실때  마스크 잘 쓰시길.."
51,[코멘트 : [지아이이노베이션] 발품 ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=163,2020-08-27,"RCPS를 산 사람들이 그 나머지 절차는 잘 모르셔서 발품파는 수고로움이 발생했나보네요. 회사가 이번 기회에 투자기관들한테 전환요청을 했다는 애기도 들리고, 곧 등기부등본에 나타날거라 봅니다.  부채를 자본으로 편입시키는 시기는 IPO시 전략적 고려대상인지는 모르겠지만, 주간사랑 잘 협의해서 진행하겠죠. 뭐 회사내용 좋고 사업내용 좋으면 나머지는 큰 고려사항은 안닌듯 싶습니다."
52,[코멘트 : [지아이이노베이션] 자본잉여금 ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=164,2020-08-27,"9월 9일부터 ~ 10일까지 명의개서 정지기간인데, 혹 궁금해서 그러는데, 부채가 자본으로 편입될때, RCPS전환가격에 의해서 자본잉여금이 발생하나요?"
53,[코멘트 : [지아이이노베이션] 관련 뉴스에서 발췌 ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=165,2020-08-27,"크래프톤관련 뉴스에서 발췌 했습니다.""실제 지난해 200만주가 넘는 RCPS가 보통주로 전환되자 자본 확충 효과가 나타났다. 먼저 자본금이 23억원에서 37억원을 늘었고, 자본잉여금 또한 1496억원에서 8050억원으로 불었다. ""결과적으로 자본잉여금이 발생하네요."
54,[제목 : [지아이이노베이션] 할말있냐 ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=166,2020-08-27,아네 그래요우선주를 보통주로 전환해서예탁원에 예탁하러서울가는건데뭐가틀린가요
55,[코멘트 : [지아이이노베이션] 애쓴다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=167,2020-08-27,애쓴다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
56,[제목 : [지아이이노베이션] 주주로서  당연하지 ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=168,2020-08-27,웃겨
57,[제목 : [지아이이노베이션] 아니 투자받을때 다그렇지 ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=170,2020-08-27,초기투자받을때 다그렇지고위험초기투자를 누가어떤골빈놈이 망할지도모르는회사들에 주당 몇만원씩쳐주냐 아주웃겨아니 그리고 지금가치가6만원인거하고 초기투자금액이1만원인거하고 무슨상관입니까그럼 어떤주식은 나올때부터금수저물고 나오나지금가치가 6만원을 하니까그런거지10만원하면 돌것네기업가치가 올랐으니까그가격하는거지그럼 지금도 만원해야정상이냐안사면 될꺼아녀당신더러 누가사래 진짜 어이없는사람이네
58,[제목 : [지아이이노베이션] 정신들 차리시오 ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=171,2020-08-27,님하 그 주식 원래 액면가 500원짜리야.1만원에 산 놈들도 빙산이지.500원짜리를 만원에 산다고?기관투자자들 다들 빙산이네..
59,[코멘트 : [지아이이노베이션] 이제 약발 안먹힌다 ㅋㅋㅋ ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=172,2020-08-27,고마해라 ㅋㅋㅋㅋㅋ
60,[제목 : [지아이이노베이션] 알았고   근데 넌 왜 여기서  기웃거리냐?? ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=173,2020-08-27,진짜 궁금하다왜 왜 왜  왜정답  개털이라 여기저기 기웃거림
61,[제목 : [지아이이노베이션] 니가 왜 신경쓰냐 ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=174,2020-08-28,우리가 알아서 할테니너나 잘해
62,[제목 : [지아이이노베이션] ●●주주여러분 게시판이 시끄러워지기 시작 ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=176,2020-08-28,"주주여러분혹시 다른주식가지고 계신분들이라면 다들 아시죠주가가 상승 시작 전조증상이게시판 시끄러워진다는것을 앞으로 보통주로전환되는물량이좀 나오고 통일주권으로진행되고하면 주주간 손바뀜도활발하고 거래량도 늘면서주가가 상승할것입니다요즘 좀 게시글들이 많아졌잖아요현재우선주 매수자들이 보통주전환과정에 있습니다신규주주가 많이 늘었습니다이러는동안주식을 매수하지 못하고 사고싶은사람들이 늘어나면서 자연스레고평가,폭락한다,상장언제할지 모른다기타등등 엄청난 댓글이달릴것입니다요즘 서서히 늘어나고 있잖아요그사람들이 매수자들을 도와주기위해서 여기와서 이주식 사지마라고글을 쓸까요 세상에 그렇게 할일없이그런거 알려주는 천사는 없습니다하지만 카카오게임즈 보듯이이게 아주좋은 현상입니디ㅡ그동안 귀가앝은 수익이있는주주들은 팔고나가면서자연스레 저점이 높아지고거래량늘면서 상승하는것입니디ㅡ바이오주라고 다같은게 아닙니다중국심시어 9000억대 계약유한양행 1조4000억 계약이걸 마무나 하나요주식가격에는 이런게 반영이된것입니다앞으로도 여러건의 계약이 진행될것입니다앞으로 기대하세요상승 시작 입니디ㅡ 두고 보십시요별별 댓글이  다 생기고주가는 좋아진다는것을"
63,[코멘트 : [지아이이노베이션] 그럼 넌 왜여기서 이러니? ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=178,2020-08-28,그럼 넌 왜여기서 이러니?
64,[코멘트 : [지아이이노베이션] 개념글 인정합니다! ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=179,2020-08-28,뭔가 문제가 있을때 쉴드치는 글이 꼭 올라오지요.조심해야 합니다.
65,[코멘트 : [지아이이노베이션] 개미 보호해야지~~~ ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=180,2020-08-28,개미 보호해야지~~~
66,[제목 : [지아이이노베이션] 너나 잘해 ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=181,2020-08-28,
67,[제목 : [지아이이노베이션] 왠만하면 글안적으려고 했는데 ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=182,2020-08-28,이 회사의 사이언스와 플랫폼 기술에 대해 아는 인간은 한명도 없으면서 물량폭탄 쏟아진다느니 회사 업력이 3년밖에 안되서 상장을 못할거라느니 헛소리들이 많네. 기존 자기들이 경험한 얇은 지식 가지고 안티질 하려고 하지 말고 이주식이 비싸다고 생각하거나 상장못할거 같다고 생각하면 여기 들어오질 마요. 왜 아까운 본인시간 투자해서 이런데 글까지 씁니까. 정당한 비판을 하려면 이회사가 어떤 회사인지부터 공부좀 하고 오던가.유한이랑 심시어도 다 사내 MD들이랑 전문가들이 있는데 그들이 당신들보다 호구라서 3년밖에 안된 회사의 파이프라인을  총계약기준 2조넘게 주고 사갑니까?벌써부터 안티들 꼬이는거 보니 지아이는 상장후 대박날거 같네요 ㅎㅎ
68,[코멘트 : [지아이이노베이션] 이젠 안먹혀요ㅋㅋ 걍 냅두세요 ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=183,2020-08-28,이젠 안먹혀요ㅋㅋ 걍 냅두세요
69,[코멘트 : [지아이이노베이션] 개념글 인정합니다! ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=184,2020-08-28,개념글 인정합니다!!!
70,[제목 : [지아이이노베이션] 남주식토론방에 왜 기웃거리냐 ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=186,2020-08-28,****
71,[제목 : [지아이이노베이션] 우리가알아서하께 ~ 오지랖은 ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=187,2020-08-28,
72,[제목 : [지아이이노베이션] 왠만하면 글안적으려고 했는데 ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=188,2020-08-28,형. 유한양행이 우리나라에서 정말 중요한 기업이야? 유한양행에서 투자받은게 그렇게 대단한거야? 
73,[코멘트 : [지아이이노베이션] 내말이ㅋㅋ 글로벌 다국적제약사도 아니고ㅋㅋㅋㅋㅋ ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=189,2020-08-28,내말이ㅋㅋ 글로벌 다국적제약사도 아니고ㅋㅋㅋㅋㅋ
74,[제목 : [지아이이노베이션] 왠만하면 글안적으려고 했는데 ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=190,2020-08-28,난독증있나?글의 본질은 니들이 유한이든 어디든 거기 전문가들보다 아는거 하나 없는 애송이들이니깐 회사깔려면 전문지식 갖추고 까라고.글로벌 빅파마랑 계약할 수 있는지 없는지는 시간이 알려주겠지
75,[제목 : [지아이이노베이션] 왠만하면 글안적으려고 했는데 ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=191,2020-08-28,형. 내 글의 뜻을 이해 못해? 그리고 소설을 많이 좋아하나봐?
76,[코멘트 : [지아이이노베이션] 6만원이라서 개잡주라는건지..  회사가 형편없어서 개 ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=192,2020-08-28,"6만원이라서 개잡주라는건지..  회사가 형편없어서 개잡주라는건지...그러면서 장내거 바이오주는 왜 거론한건지.. 그리고, 수소차,2차전지,전기차는 섹터가 중복되는거  같은데, 뭘 알고 쓴건지...ㅋㅋㅋ 더 공부하시고, 개잡주의 기준 좀 제시해주시길..."
77,[코멘트 : [지아이이노베이션] 대단한거임. ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=193,2020-08-28,대단한거임.
78,[코멘트 : [지아이이노베이션] 이미 통일주권입니다. 전환행위와 다른 개념입니다. ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=194,2020-08-28,이미 통일주권입니다. 전환행위와 다른 개념입니다.
79,"[코멘트 : [지아이이노베이션] 아우님
이미 눈 뒤집힌 형님들이요~
똥을 가져다줘 ]",https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=196,2020-08-28,아우님이미 눈 뒤집힌 형님들이요~똥을 가져다줘도 쳐드실겁니다ㅋㅋㅋㅋㅋㅋㅋㅋ
80,[코멘트 : [지아이이노베이션] 글좀제대로봐.  투자받은게아니라 기술이전한거 이야 ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=197,2020-08-29,글좀제대로봐.  투자받은게아니라 기술이전한거 이야기하는거잖아.
81,[코멘트 : [지아이이노베이션] 투자도 받고 기술이전도 한거 아님? ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=198,2020-08-29,투자도 받고 기술이전도 한거 아님?유한양행이 주주니까 기술이전도 한거고.남수연 대표는 유한양행 출신이고.
82,[코멘트 : [지아이이노베이션] 대단하긴ㅋㅋ 개뿔 ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=199,2020-08-29,대단하긴ㅋㅋ 개뿔
83,[제목 : [지아이이노베이션] 남 주주방에 왜  얼정거리냐?? 얻어먹을거있나 ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=200,2020-08-30,빙 신 아꺼져
84,[제목 : [지아이이노베이션] 네 적정가 8천원에 꼭 사시길 바랍니다 ],https://www.38.co.kr/html/forum/board/?o=v&code=358570&no=202,2020-08-30,화이팅
